year,country,YNET,pop,capital,variable,value,CPC
2060,ind,77.7274800245657,1430.166586,Corals,Market,-145.01070009167174,38289.47604100333
2065,ind,82.11360224534106,1391.607973,Corals,Market,-164.83324943853134,41624.4666324301
2070,ind,86.5155496718658,1355.9648877023194,Corals,Market,-194.07850709199,45066.57119048091
2075,ind,90.9093753467055,1323.0626277331075,Corals,Market,-213.47277001161117,48595.34254178832
2080,ind,95.26984974372859,1292.7422851335948,Corals,Market,-241.62573775226295,52187.53379060519
2085,ind,99.57067313127523,1264.859463666976,Corals,Market,-262.33035863265775,55817.26801435375
2090,ind,103.78471501666077,1239.2831285202449,Corals,Market,-289.2323548924051,59456.27750035854
2095,ind,107.88427814667966,1215.8945755275595,Corals,Market,-313.6779384228595,63074.21184905147
2100,ind,111.84138391128495,1194.5865085166383,Corals,Market,-338.8086592737492,66639.01216883698
2030,irn,3.2762433094383496,103.294673,Corals,Market,-1.0168578256734677,19346.385362943787
2035,irn,3.4950536384144386,102.219966,Corals,Market,-2.545590766233986,20951.311373483364
2040,irn,3.6996004530926463,100.633024,Corals,Market,-4.120076842230737,22630.273062361535
2045,irn,3.8937904670276526,98.684343,Corals,Market,-5.766260574960736,24399.06616386523
2050,irn,4.086147418884218,96.60197900000001,Corals,Market,-7.607242442183634,26274.9168321933
2055,irn,4.286615670437891,94.618495,Corals,Market,-9.137737884445123,28268.806257857366
2060,irn,4.499732050332817,92.80778900000011,Corals,Market,-11.111002660875005,30389.113667571866
2065,irn,4.720936816648872,91.05531500000001,Corals,Market,-12.542931211830943,32642.00703763372
2070,irn,4.941411953380693,89.42190179052947,Corals,Market,-14.671532156473846,34945.45309711926
2075,irn,5.160037746599709,87.90221681962021,Corals,Market,-16.037173487910234,37287.011912804905
2080,irn,5.3756530746855375,86.49135035569721,Corals,Market,-18.045132815343266,39652.96261931026
2085,irn,5.587064788784208,85.18478896160336,Corals,Market,-19.482377507805715,42028.40510015285
2090,irn,5.793057948016478,83.97839134029994,Corals,Market,-21.36793166599034,44397.38917998802
2095,irn,5.992406800507839,82.86836637062852,Corals,Market,-23.0604745456468,46743.07049710534
2100,irn,6.183886383124621,81.85125316942344,Corals,Market,-24.794457349186075,49047.8915213389
2030,isr,1.026437382258557,14.90709,Corals,Market,-0.015045365782823655,51890.90917437356
2035,isr,1.1321275496545367,15.537051,Corals,Market,-0.038941825172546136,54894.971671501226
2040,isr,1.2402761830039453,16.158644,Corals,Market,-0.06523115948861347,57806.05671297518
2045,isr,1.3503183920715294,16.773649,Corals,Market,-0.09443741085573458,60606.95882765163
2050,isr,1.4628588480950262,17.377295,Corals,Market,-0.12861802944855202,63356.046180277226
2055,isr,1.578685214923592,17.96332,Corals,Market,-0.15893000340263858,66119.66753591802
2060,isr,1.698075959574605,18.528908,Corals,Market,-0.1980203911539495,68925.96797024169
2065,isr,1.8206571406247296,19.074909,Corals,Market,-0.2284468759603415,71762.09178180055
2070,isr,1.945515740889572,19.608894781540045,Corals,Market,-0.2728006240595392,74570.1109091116
2075,isr,2.071914830596157,20.12893776214387,Corals,Market,-0.3041116447102653,77337.1048124337
2080,isr,2.199047601487257,20.633115187225158,Corals,Market,-0.34861789984118036,80049.81964314486
2085,isr,2.3260439708337883,21.119520604116,Corals,Market,-0.3830560881014329,82694.76310877818
2090,isr,2.451978804098294,21.586275554112294,Corals,Market,-0.42712749351381574,85258.30644357555
2095,isr,2.5758816950231953,22.031541385599752,Corals,Market,-0.46814357457020406,87726.79256120007
2100,isr,2.6967481981478754,22.45353108721904,Corals,Market,-0.5106457309058332,90086.64932787056
2030,jam,0.05788581854636032,2.605489999999999,Corals,Market,-1.0415034849096032,18025.021098564277
2035,jam,0.06594778277333256,2.536261,Corals,Market,-2.7844498530454884,21057.453921354332
2040,jam,0.07458609660279987,2.461506,Corals,Market,-4.815183384216622,24494.113323678128
2045,jam,0.08358059265886192,2.383114999999999,Corals,Market,-7.175160054949744,28298.855340882994
2050,jam,0.09289905689793318,2.304611,Corals,Market,-10.026029818206467,32465.66594570674
2055,jam,0.10255717748308373,2.229835,Corals,Market,-12.673444555638529,36974.705439083395
2060,jam,0.11262044868732435,2.161781,Corals,Market,-16.12086391900024,41803.84462207316
2065,jam,0.1231505569770954,2.101298,Corals,Market,-18.96756989905205,46941.52532065195
2070,jam,0.1340895052784741,2.045446752076505,Corals,Market,-23.079354455620624,52409.66541041441
2075,jam,0.14537324037991994,1.9939414051818571,Corals,Market,-26.191711605613687,58179.72695796663
2080,jam,0.15692688436070973,1.9465223445516766,Corals,Market,-30.5373018813011,64214.17177578418
2085,jam,0.1686651227012973,1.9029540049407654,Corals,Market,-34.09478795050943,70466.34532021912
2090,jam,0.18049287264005295,1.8630229132572764,Corals,Market,-38.593941190906335,76880.62981086985
2095,jam,0.19230623923208173,1.826535937747834,Corals,Market,-42.9007403561398,83392.89138070917
2100,jam,0.20399375784779505,1.7933187235481434,Corals,Market,-47.41485696549614,89931.23611494058
2030,jor,0.337108105009085,18.198412,Corals,Market,-0.020091700628645483,15927.137137787662
2035,jor,0.39081230667037886,18.52753,Corals,Market,-0.054659592406440166,18083.47088829808
2040,jor,0.44766023568851837,18.781767,Corals,Market,-0.09573316715819392,20373.63365725668
2045,jor,0.5072990402266441,18.934908,Corals,Market,-0.14426106803698918,22833.83446888103
2050,jor,0.5696716860438841,18.994043,Corals,Market,-0.20365790737585054,25486.07960059074
2055,jor,0.634284636842563,18.96406,Corals,Market,-0.2596400937262857,28337.57632638279
2060,jor,0.7004831395374737,18.864548,Corals,Market,-0.3321449859306979,31366.878976366217
2065,jor,0.7677569277869516,18.708034,Corals,Market,-0.3917040053014573,34563.838855800765
2070,jor,0.8378048966360772,18.56057932619588,Corals,Market,-0.4776730271807025,37903.58012666296
2075,jor,0.9102207413958784,18.42198647672002,Corals,Market,-0.5432316841527252,41365.44814998629
2080,jor,0.9845250249204961,18.292070616944066,Corals,Market,-0.6346277017593195,44924.78875153357
2085,jor,1.0601673629748238,18.17065916767784,Corals,Market,-0.7098982297301372,48553.06540856119
2090,jor,1.1365305229070548,18.05759142220483,Corals,Market,-0.8050060291195463,52218.08991450776
2095,jor,1.2129365012883788,17.95271819096184,Corals,Market,-0.896331034046169,55884.37051696836
2100,jor,1.288654585967834,17.85590147276053,Corals,Market,-0.992185887910014,59513.57760955206
2030,jpn,6.058731276223251,96.43999099999999,Corals,Market,-9.000202312460432,45736.56607963174
2035,jpn,6.171230301258511,92.954799,Corals,Market,-21.512604291866936,48351.83160182412
2040,jpn,6.2610099285952066,89.435694,Corals,Market,-33.37193412302903,51005.898338531086
2045,jpn,6.341642675743228,86.1483079999999,Corals,Market,-44.947956036560754,53655.68373520269
2050,jpn,6.42040888501341,83.172694,Corals,Market,-57.20874315287898,56288.07475793442
2055,jpn,6.492418396083278,80.41215700000001,Corals,Market,-66.23951465350513,58896.97001182733
2060,jpn,6.547215218487841,77.734792,Corals,Market,-77.37661178688619,61464.30297437435
2065,jpn,6.573245398304557,75.0409,Corals,Market,-83.58670230792981,63949.499031994426
2070,jpn,6.59807238447929,72.57039134830566,Corals,Market,-93.76224063850043,66402.80511396335
2075,jpn,6.621681522775838,70.30696319092327,Corals,Market,-98.498525874982107,68813.26689814594
2080,jpn,6.644058826977501,68.23595410104657,Corals,Market,-106.74531223836732,71169.80402201499
2085,jpn,6.665190992664151,66.34418557747297,Corals,Market,-111.23906725778627,73461.29398156884
2090,jpn,6.685065410366416,64.61982188353973,Corals,Market,-118.01759697427403,75676.65906397827
2095,jpn,6.703670178078783,63.052246133810506,Corals,Market,-123.47131791161931,77804.95537033888
2100,jpn,6.7209941131143225,61.63195080533986,Corals,Market,-128.97725040080886,79835.46293002149
2030,khm,0.51955948374494,20.742696,Corals,Market,-0.4973954531591225,21103.618036550208
2035,khm,0.6186592208512953,20.651101,Corals,Market,-1.3898523897160433,25176.07880523237
2040,khm,0.7226008614181171,20.447703,Corals,Market,-2.482169375719091,29622.649044990805
2045,khm,0.829876897738261,20.158903,Corals,Market,-3.790685966588049,34419.45741508497
2050,khm,0.9402540927702446,19.817535,Corals,Market,-5.39934284654753,39567.37819436727
2055,khm,1.053126192740736,19.436076,Corals,Market,-6.924477516421318,45070.77891235153
2060,khm,1.1672010481864696,19.002906,Corals,Market,-8.889855737638243,50959.781966107505
2065,khm,1.2811540027394421,18.518886,Corals,Market,-10.499161989293102,57248.506832849285
2070,khm,1.3999781932013518,18.07077897670398,Corals,Market,-12.821183779271447,63943.28373164268
2075,khm,1.5229891230712385,17.656528830106726,Corals,Market,-14.600045075192941,71008.76073850815
2080,khm,1.6493741567432951,17.274261185268823,Corals,Market,-17.07774330463993,78398.3885714844
2085,khm,1.7781958767828674,16.92226921524513,Corals,Market,-19.125830025669398,86054.27312362813
2090,khm,1.9083988145596262,16.599000892012242,Corals,Market,-21.712318327636147,93907.366488018
2095,khm,2.0388196864442465,16.303047531603774,Corals,Market,-24.200716069646173,101878.02810672396
2100,khm,2.1682011608961798,16.033133514607613,Corals,Market,-26.814834745905326,109876.97505607666
2030,kwt,0.5528780426300735,5.614737,Corals,Market,-0.6656998835527541,61932.946992614816
2035,kwt,0.5753722820147806,5.543323,Corals,Market,-1.625731154788393,65532.09950272274
2040,kwt,0.5965303432170467,5.469161000000001,Corals,Market,-2.5771997577266026,69124.88139356939
2045,kwt,0.6180510486691706,5.405680999999999,Corals,Market,-3.5506763263522116,72734.0071850538
2050,kwt,0.6414284469210391,5.35346,Corals,Market,-4.632618034315178,76508.91997973193
2055,kwt,0.6668421441153263,5.300115,Corals,Market,-5.514577423455935,80642.66432853178
2060,kwt,0.692912490519135,5.228879,Corals,Market,-6.63758413094077,85254.93723611778
2065,kwt,0.7176157710599156,5.127147,Corals,Market,-7.396527520334662,90382.12044601815
2070,kwt,0.7419205581113298,5.032381913128837,Corals,Market,-8.545684677152174,95556.60636333247
2075,kwt,0.765725994935017,4.944263819535969,Corals,Market,-9.23237401426311,100751.91129913142
2080,kwt,0.7889302994896438,4.8624984220472,Corals,Market,-10.27383380091814,105939.86813307239
2085,kwt,0.8114314571764545,4.786815402498007,Corals,Market,-10.976784482087574,111090.84983724417
2090,kwt,0.8331279403549002,4.716966926678392,Corals,Market,-11.921512630595014,116174.02579354681
2095,kwt,0.853919447887217,4.652726286271645,Corals,Market,-12.748201133664725,121157.64834058071
2100,kwt,0.8737076574805788,4.593886667328322,Corals,Market,-13.590151509790395,126009.36625652615
2030,lka,0.5473987799616254,22.64833,Corals,Market,-2.048731534700991,17367.83386097464
2035,lka,0.6070326264670685,22.400952,Corals,Market,-5.331432494243502,19485.92346087848
2040,lka,0.6693851461547466,22.112799,Corals,Market,-8.98925503449151,21782.3635224627
2045,lka,0.7341987429567363,21.787123,Corals,Market,-13.110898707099187,24265.174123302106
2050,lka,0.8013735181209346,21.436009,Corals,Market,-17.99058776251123,26937.514770700163
2055,lka,0.8699326045642763,21.058246,Corals,Market,-22.36180706501057,29786.981051526003
2060,lka,0.9391410328962885,20.657308,Corals,Market,-27.963694795645456,32803.227096113435
2065,lka,1.008620614984009,20.234737,Corals,Market,-32.31438030127243,35990.34064013994
2070,lka,1.0795094480148972,19.84150655601448,Corals,Market,-38.64986621853549,39310.039782271844
2075,lka,1.1513873411241569,19.476212068456206,Corals,Market,-43.15126562139734,42742.944233477065
2080,lka,1.223792040959637,19.137563390299174,Corals,Market,-49.53744613223808,46266.22412741239
2085,lka,1.2962229595030874,18.82437720749541,Corals,Market,-54.504843303794395,49853.71926590852
2090,lka,1.368145886702613,18.535570121610288,Corals,Market,-60.85330377624739,53476.149173504666
2095,lka,1.4389986561796129,18.27015237786065,Corals,Market,-66.7766271347324,57101.41612192868
2100,lka,1.5081977052469053,18.027222187523062,Corals,Market,-72.920312425751,60695.00036181656
2030,mdg,0.3628145794989585,57.503786,Corals,Market,-35.029936903167965,5265.737985662547
2035,mdg,0.46273530906752663,59.75377,Corals,Market,-104.84263261362058,6447.760537945868
2040,mdg,0.5839023827599406,61.632299,Corals,Market,-202.28388024655064,7869.400026031185
2045,mdg,0.7267274260249619,63.165612,Corals,Market,-334.78329014682885,9533.805755581054
2050,mdg,0.8922826422695174,64.395723,Corals,Market,-516.7568084932108,11454.710654503984
2055,mdg,1.0822244194893877,65.329568,Corals,Market,-717.6488848470849,13661.771253655501
2060,mdg,1.2986243661112,65.986185,Corals,Market,-997.5178638278322,16191.544027489168
2065,mdg,1.5434156837512978,66.36189999999999,Corals,Market,-1275.6287472111098,19088.754923740602
2070,mdg,1.819803552571361,66.72086154923298,Corals,Market,-1680.8132117239843,22332.102763410785
2075,mdg,2.1285340130452073,67.06276986909224,Corals,Market,-2057.908587312425,25924.869745015843
2080,mdg,2.469579245522319,67.38733803884111,Corals,Market,-2578.827855356142,29861.41071392606
2085,mdg,2.8419927460256873,67.69429239556001,Corals,Market,-3082.8454145512947,34125.7490967181
2090,mdg,3.2437804957272376,67.98337291749878,Corals,Market,-3722.00204785069,38690.38858618282
2095,mdg,3.671798424301536,68.25433359008484,Corals,Market,-4395.5813216080805,43515.444399875254
2100,mdg,4.121686674208144,68.50694275386843,Corals,Market,-5140.893611955682,48548.19641747699
2030,mdv,0.03127337286579405,0.7377210000000001,Corals,Market,-79.79794773489364,37724.48105974443
2035,mdv,0.03347891616053842,0.7411810000000001,Corals,Market,-200.4652235402721,40054.05352534449
2040,mdv,0.035276141074113164,0.738576999999999,Corals,Market,-322.9717032640333,42202.46590553615
2045,mdv,0.03658151182099937,0.729634,Corals,Market,-445.3651675823647,44142.48395931055
2050,mdv,0.03748118797624411,0.714658,Corals,Market,-573.66649424756,46010.54164606351
2055,mdv,0.03809600568460479,0.695496,Corals,Market,-667.6310136496342,47881.035281229226
2060,mdv,0.038598142269714586,0.675045,Corals,Market,-783.5485514060045,49801.59154852145
2065,mdv,0.039067162376184905,0.6557969999999991,Corals,Market,-853.3272827150936,51698.40143961365
2070,mdv,0.03951814575001349,0.6380327892833794,Corals,Market,-964.6147047959528,53555.937920036566
2075,mdv,0.039950325213934254,0.6216594073380063,Corals,Market,-1020.7706606230446,55365.02507112148
2080,mdv,0.04036295854240548,0.606592492937372,Corals,Market,-1113.896277737326,57116.48326299435
2085,mdv,0.040755330568618145,0.5927555578541595,Corals,Market,-1168.357035169701,58801.205875140855
2090,mdv,0.04112675523490688,0.5800793374048812,Corals,Market,-1247.1307022028493,60410.23760434133
2095,mdv,0.041476577578401695,0.5685012100793565,Corals,Market,-1312.2082882979257,61934.85342594252
2100,mdv,0.04180417564393402,0.5579646794191114,Corals,Market,-1377.9887786310026,63366.63723905065
2030,mex,4.915473631804545,152.576934,Corals,Market,-3.8132186003352664,25277.886570666735
2035,mex,5.359999015634803,152.594193,Corals,Market,-9.757570447771057,27528.679612086496
2040,mex,5.7959714555643735,152.1555,Corals,Market,-16.133142647529304,29818.862746355837
2045,mex,6.212247931502995,151.339146,Corals,Market,-22.993903824364594,32095.431545728312
2050,mex,6.604879288820989,150.231439,Corals,Market,-30.73408974634315,34335.423508571126
2055,mex,6.969788292197979,148.889292,Corals,Market,-37.135218132629724,36516.278606006446
2060,mex,7.303659074863805,147.409673,Corals,Market,-45.07641150254778,38604.35888920514
2065,mex,7.603367891084358,145.736824,Corals,Market,-50.49159624811564,40602.183188926036
2070,mex,7.899775013629342,144.16565224062032,Corals,Market,-58.624800105762006,42594.72854402923
2075,mex,8.191528636591123,142.69322084552076,Corals,Market,-63.63296304069758,44571.186755079405
2080,mex,8.477250125876546,141.3167943471832,Corals,Market,-71.12562423356307,46520.33742689874
2085,mex,8.755544232870237,140.03383019268355,Corals,Market,-76.31038366226059,48430.646215608554
2090,mex,9.025009897666058,138.84197089317206,Corals,Market,-83.20406489594578,50290.37200933429
